Person_type,Colour,Height,Age,Gender,Head,Torso,Legs,Feet,Accessories,Blood,Armed,Banners,Type,x_min,y_min,x_max,y_max,Actions
Aggressor,Native,1.69,26,M,None,Sports T-shirt,N.I,N.I,None,No,No,None,Moving,228,410,393,708,3
Law Officer,Native,1.72,23,M,None,T-shirt,Pants,Sneakers,None,No,No,None,Moving,459,451,639,661,12
Aggressor,Native,1.70,29,M,Cap,Shirt,N.I,N.I,None,No,No,None,Moving,615,349,701,593,3
Law Officer,Native,1.74,32,M,Cap,Jacket,Pants,Boots,None,No,No,None,Standing,19,390,142,643,4
Viewer,Native,1.68,28,M,None,T-shirt,N.I,N.I,None,No,No,None,Moving,242,438,476,682,12
Viewer,White,1.73,23,M,None,T-shirt|backpack,N.I,N.I,None,No,No,None,Moving,672,228,859,595,12
Viewer,Native,1.66,26,M,Glasses,N.I,N.I,N.I,None,No,No,None,Moving,837,413,1194,675,12
Law Officer,Native,1.79,33,M,Cap,Jacket,Pants,Boots,None,No,No,None,Standing,536,280,661,487,4
Law Officer,Native,1.75,41,M,Cap,Jacket,N.I,N.I,None,No,No,None,Standing,675,22,1146,664,4
Viewer,Native,1.67,19,M,None,T-shirt|backpack,N.I,N.I,None,No,No,None,Standing,136,13,632,652,5
Law Officer,Native,1.72,21,M,Cap,Jacket,N.I,N.I,None,No,No,None,Standing,587,265,796,623,4
Viewer,White,1.74,26,M,Glasses,T-shirt|backpack,N.I,N.I,None,No,No,None,Moving,559,225,780,696,12
Viewer,Black,1.70,22,M,Glasses,Sports T-shirt,N.I,N.I,None,No,No,None,Moving,767,284,944,639,12
Viewer,Native,1.62,16,M,Glasses,Sports T-shirt,Shorts,N.I,None,No,No,None,Moving,129,212,258,487,12
Viewer,Native,1.70,22,M,Cap|face mask,Sports T-shirt,Shorts,N.I,None,No,No,None,Moving,280,196,759,714,12
Viewer,Native,1.68,17,M,None,Sports T-shirt,N.I,N.I,None,No,No,None,Moving,903,384,997,695,12
Viewer,Native,1.70,21,F,Cap,Sports T-shirt,N.I,N.I,None,No,No,None,Moving,962,322,1268,700,12
Viewer,Native,1.71,22,M,Cap,Sports T-shirt,Joggers,N.I,None,No,No,None,Moving,165,343,240,586,12
Viewer,Native,1.81,26,M,Cap,Sports T-shirt,Joggers,N.I,None,No,No,None,Moving,496,371,628,625,12
Viewer,Native,1.65,28,M,None,Sports T-shirt,Joggers,N.I,None,No,No,None,Moving,691,380,784,675,12
Viewer,Native,1.67,35,M,None,Sports T-shirt,Shorts,N.I,None,No,No,None,Moving,778,362,879,671,12
Viewer,Native,1.69,31,M,None,Sports T-shirt,Shorts,N.I,None,No,No,None,Moving,915,366,1009,660,12
Viewer,Native,1.68,28,M,None,T-shirt,Joggers,N.I,None,No,No,None,Moving,1022,425,1249,683,12
Viewer,Native,1.65,25,F,None,T-shirt,Shorts,N.I,None,No,No,None,Standing,535,314,781,691,5
Law Officer,Native,1.73,38,M,Beret,Jacket,Pants,Boots,None,No,No,None,Standing,875,275,983,673,4
Viewer,Native,1.62,15,M,None,T-shirt,Shorts,Sneakers,None,No,No,None,Standing,714,286,778,495,5
Law Officer,Native,1.74,36,M,Beret,Jacket,Pants,N.I,None,No,No,None,Standing,779,256,840,505,4
Viewer,Native,1.66,35,M,None,T-shirt,Shorts,Sneakers,None,No,No,None,Standing,1135,299,1241,671,5
Delinquent ,White,1.70,22,M,None,T-shirt,Joggers,Sneakers,None,No,No,None,Moving,236,264,272,351,6
Delinquent ,Native,1.72,23,M,None,Sports T-shirt,Shorts,Sneakers,None,No,No,None,Moving,290,262,327,314,6
Delinquent ,Native,1.68,19,M,None,T-shirt,Pants,Sneakers,None,No,No,None,Moving,337,226,360,274,6
Delinquent ,Native,1.75,30,M,None,Sports T-shirt,Pants,Sneakers,None,No,No,None,Moving,414,185,448,248,6
Delinquent ,Native,1.66,35,M,None,T-shirt,Shorts,Sneakers,None,No,No,None,Moving,532,175,553,222,6
Delinquent ,Native,1.65,42,M,None,T-shirt,Joggers,Sneakers,None,No,No,None,Moving,22,244,78,343,6
Law Officer,Native,1.73,41,M,Cap,Shirt,Pants,Shoes,None,No,Gun,None,Standing,59,73,120,166,11
Delinquent ,Black,1.71,38,M,Cap,T-shirt,Joggers,Sneakers,None,No,No,None,Moving,243,210,317,298,6
Viewer,White,1.72,35,M,None,Sweater|backpack,Pants,Shoes,None,No,No,None,Standing,186,284,280,666,5
Aggressor,White,1.68,37,M,None,T-shirt,Jeans,Sneakers,None,No,No,None,Moving,278,267,320,415,3
Victim,Native,1.70,42,M,None,None,Shorts,Sneakers,None,No,No,None,Crawling,314,389,450,448,3
Aggressor,Native,1.73,40,M,None,T-shirt,Shorts,Sneakers,None,No,No,None,Moving,462,326,552,462,3
Viewer,Native,1.67,35,M,None,Shirt,Pants,Shoes,None,No,No,None,Standing,336,331,410,446,5
Delinquent ,Native,1.65,18,M,Cap,Coat,Pants,Sneakers,None,No,No,None,Moving,198,376,246,495,6
Delinquent ,Native,1.67,19,M,Cap,Sports T-shirt,Shorts,Sneakers,None,No,No,None,Moving,296,320,321,417,6
Delinquent ,Native,1.68,22,M,None,T-shirt,Shorts,Sneakers,None,No,No,None,Moving,313,299,348,401,6
Delinquent ,Native,1.71,26,M,None,Sports T-shirt,Pants,Sneakers,None,No,No,None,Moving,355,394,397,519,6
Delinquent ,Black,1.72,27,M,None,Sweater,Joggers,Sneakers,None,No,No,None,Moving,457,327,491,420,6
Delinquent ,White,1.66,24,M,Cap,T-shirt,Joggers,Sneakers,None,No,No,None,Moving,509,309,540,404,6
Delinquent ,Native,1.70,21,M,None,T-shirt,Shorts,Sneakers,None,No,No,None,Moving,152,448,228,554,3
Delinquent ,Native,1.68,18,M,None,Sports T-shirt,Joggers,Sneakers,None,No,No,None,Moving,275,422,332,519,3
Delinquent ,Native,1.65,16,M,None,Sports T-shirt,Pants,Sneakers,None,No,No,None,Moving,276,392,332,500,3
Delinquent ,Native,1.71,19,M,Cap,Sports T-shirt,Shorts,Sneakers,None,No,No,None,Moving,529,593,620,700,3
Delinquent ,Native,1.73,23,M,None,Sports T-shirt,Shorts,Sneakers,None,No,No,None,Moving,671,548,759,666,3
Delinquent ,Native,1.70,22,M,None,Sports T-shirt,T-shirt,Sneakers,None,No,No,None,Moving,588,288,648,491,3
Delinquent ,Native,1.65,27,M,None,Sports T-shirt,Pants,Sneakers,None,No,Gun,None,Moving,700,277,749,373,6
Delinquent ,Black,1.79,18,M,None,Sports T-shirt,Pants,Sneakers,None,No,No,None,Moving,793,292,820,414,3
Delinquent ,Black,1.75,19,M,None,Sports T-shirt,Pants,Sneakers,None,No,No,None,Moving,748,291,794,408,3
Delinquent ,Black,1.67,22,M,None,Sports T-shirt,Shorts,Sneakers,None,No,No,None,Moving,735,251,775,377,3
Delinquent ,Native,1.72,23,M,None,Sports T-shirt,Shorts,Sneakers,None,No,No,None,Moving,794,251,841,367,3
Delinquent ,White,1.74,24,M,Cap,Sports T-shirt,Shorts,Sneakers,None,No,No,None,Moving,627,240,700,378,3
Viewer,Native,1.66,57,F,None,T-shirt,Pants,N.I,None,No,No,None,Moving,161,326,316,705,12
Viewer,Native,1.70,26,F,None,Blouse,Shorts,Sneakers,None,No,No,None,Moving,127,173,284,479,12
Delinquent ,N.I,1.71,26,M,None,T-shirt,Shorts,Sneakers,None,No,No,None,Moving,563,438,585,496,3
Delinquent ,N.I,N.I,23,M,None,T-shirt,Shorts,Sneakers,None,No,No,None,Moving,545,503,576,544,3
Delinquent ,Native,1.68,18,M,None,Sports T-shirt,Pants,Sneakers,None,No,Gun,None,Moving,555,548,589,597,8
Delinquent ,Native,1.72,19,M,None,Sports T-shirt,Pants,Sneakers,None,No,No,None,Moving,615,599,648,660,3
Delinquent ,N.I,1.73,24,M,None,Sports T-shirt,Shorts,Sneakers,None,No,No,None,Moving,636,538,662,575,3
Delinquent ,N.I,1.73,22,M,Cap,Sports T-shirt,Shorts,Sneakers,None,No,Gun,None,Moving,658,504,679,543,8
Delinquent ,Black,1.69,16,M,Cap,Sports T-shirt,Joggers,Sneakers,None,No,No,None,Moving,678,492,711,545,3
Delinquent ,Native,1.70,18,M,None,Sports T-shirt,Joggers,Sneakers,None,No,No,None,Moving,515,521,737,575,3
Delinquent ,N.I,N.I,17,M,None,Sports T-shirt,Joggers,Sneakers,None,No,Gun,None,Moving,705,444,736,483,8
Viewer,Black,N.I,46,M,None,T-shirt,N.I,N.I,None,No,No,None,Seated,10,260,341,686,5
Viewer,White,N.I,52,M,Cap,T-shirt,N.I,N.I,None,No,No,None,Seated,378,260,746,699,5
Viewer,Native,1.72,22,M,None,Sports T-shirt,Jeans,N.I,None,No,No,None,Seated,36,38,205,349,5
Viewer,Black,1.67,37,M,Cap,Sports T-shirt,Jeans,N.I,None,No,No,None,Seated,180,80,362,504,2
Viewer,White,1.72,46,M,Cap,Sports T-shirt,Jeans,N.I,None,No,No,None,Seated,311,45,494,467,2
Viewer,Native,N.I,43,M,None,T-shirt,Shorts,N.I,None,No,No,None,Seated,740,208,858,541,5
Viewer,Native,N.I,10,M,Cap,T-shirt,Shorts,N.I,None,No,No,None,Seated,829,240,954,499,5
Aggressor,Native,1.70,29,M,None,T-shirt,Shorts,N.I,None,No,No,None,Standing,728,27,880,351,3
Aggressor,Native,1.72,32,M,None,T-shirt|backpack,Shorts,N.I,None,No,No,None,Standing,1129,1,1265,357,3
Viewer,Native,N.I,28,M,None,T-shirt,Shorts,N.I,None,No,No,None,Seated,875,157,928,253,5
Viewer,Native,N.I,29,M,None,Sports T-shirt,Shorts,N.I,None,No,No,None,Seated,968,149,1033,257,9
Viewer,Native,N.I,31,M,Cap,T-shirt,Shorts,N.I,None,No,No,None,Seated,1035,151,1094,288,5
Viewer,Native,N.I,33,M,None,Sports T-shirt,Shorts,N.I,None,No,No,None,Seated,961,82,1026,149,9
Viewer,Native,1.73,42,M,Cap,Sports T-shirt,N.I,N.I,None,No,No,None,Standing,1015,21,155,279,9
Viewer,Native,1.71,35,M,None,Sports T-shirt,N.I,N.I,None,No,No,None,Standing,385,51,442,203,9
Viewer,Native,1.68,36,M,Cap,Sports T-shirt,N.I,N.I,None,No,No,None,Seated,458,67,558,197,5
Viewer,Native,1.70,22,M,Cap,Sports T-shirt,N.I,N.I,None,No,No,None,Seated,570,93,649,218,5
Viewer,Native,1.72,26,M,None,Sports T-shirt,N.I,N.I,None,No,No,None,Seated,679,47,753,156,5
Viewer,Native,N.I,39,M,Cap,Sports T-shirt,N.I,N.I,None,No,No,None,Standing,723,203,837,364,5
Aggressor,Black,1.70,26,M,Cap,T-shirt,Shorts,Sneakers,None,No,Other,None,Moving,130,174,207,293,3
Aggressor,Native,1.69,25,M,Cap,Sports T-shirt,Shorts,Sneakers,None,No,Other,None,Moving,414,106,475,195,3
Aggressor,Native,1.72,22,M,None,Sports T-shirt,Shorts,Sneakers,None,No,Other,None,Moving,408,229,502,347,3
Aggressor,Native,1.81,19,M,None,Sweater,Jeans,Sneakers,None,No,Other,None,Moving,185,216,239,307,3
Aggressor,Native,1.65,16,M,None,T-shirt,Shorts,Sneakers,None,No,Other,None,Moving,256,168,295,288,3
Aggressor,Native,1.67,18,M,None,Sports T-shirt,Shorts,Sneakers,None,No,Other,None,Moving,234,160,262,260,3
Aggressor,Native,1.69,22,M,None,T-shirt,Shorts,Sneakers,None,No,Other,None,Moving,540,133,580,225,3
Aggressor,Native,1.68,21,M,None,Sweater,Joggers,Sneakers,None,No,Other,None,Moving,345,150,380,223,3
Aggressor,Native,1.65,20,M,None,Sports T-shirt,Shorts,Sneakers,None,No,Other,None,Moving,130,145,177,207,3
Aggressor,Native,1.73,20,M,None,Sports T-shirt,Shorts,Sneakers,None,No,Other,None,Moving,300,118,339,165,3
Viewer,Native,1.62,19,M,None,T-shirt,Shorts,Sneakers,None,No,Other,None,Moving,607,255,640,347,6
Viewer,Black,1.72,30,M,Cap,T-shirt,Shorts,Sneakers,None,No,No,None,Moving,97,56,155,202,6
Law Officer,Native,1.70,35,M,Helmet,Sweater,Pants,Boots,None,No,Gun,None,Moving,267,72,341,242,0
Viewer,Native,1.73,27,M,None,T-shirt,Shorts,Sneakers,None,No,No,None,Moving,323,52,395,199,6
Viewer,Native,1.70,38,M,None,T-shirt,Shorts,Sneakers,None,No,No,None,Moving,379,52,451,220,6
Viewer,Native,1.69,27,M,None,T-shirt,Shorts,Sneakers,None,No,No,None,Moving,442,38,518,228,6
Viewer,Native,1.70,33,M,None,None,Shorts,Sneakers,None,No,No,None,Moving,510,32,573,231,6
Viewer,Native,1.65,41,M,Cap,None,Shorts,N.I,None,No,No,None,Moving,118,79,169,279,6
Viewer,Native,1.68,43,M,Cap,T-shirt,Shorts,N.I,None,No,No,None,Moving,169,71,206,265,6
Viewer,Native,1.70,32,M,None,Sports T-shirt,Shorts,Sneakers,None,No,No,None,Moving,202,63,252,290,6
Viewer,Native,1.69,35,M,None,Sports T-shirt,Shorts,Sneakers,None,No,No,None,Moving,266,75,293,255,6
Viewer,White,1.72,30,M,None,Sports T-shirt,Shorts,Sneakers,None,No,No,None,Moving,256,70,323,283,6
Viewer,Black,1.71,20,M,Cap,Sports T-shirt,Shorts,Sneakers,None,No,No,None,Moving,329,71,390,300,6
Viewer,Black,1.66,25,M,None,T-shirt,Shorts,Sneakers,None,No,No,None,Moving,395,65,469,285,6
Viewer,Black,1.68,21,M,None,T-shirt,Shorts,Sneakers,None,No,No,None,Moving,446,80,528,323,6
Law Officer,Native,1.67,37,M,Helmet,Sweater,Pants,N.I,None,No,Gun,None,Moving,186,152,253,317,1
Law Officer,Native,1.70,29,M,Helmet,Sweater,Pants,Boots,None,No,Gun,None,Moving,292,143,327,254,1
Law Officer,Native,1.68,49,M,Helmet,Sweater,Pants,Boots,None,No,Gun,None,Moving,406,158,499,314,1
Viewer,Native,1.69,32,M,None,T-shirt,Shorts,Sneakers,None,No,No,None,Moving,162,143,180,204,2
Viewer,Native,1.68,36,M,None,T-shirt,Shorts,N.I,None,No,No,None,Moving,179,147,199,200,2
Viewer,White,1.70,45,M,None,T-shirt,Shorts,Sneakers,None,No,No,None,Moving,200,141,221,202,2
Viewer,Black,1.68,19,M,None,None,Shorts,Sneakers,None,No,No,None,Moving,242,144,264,204,2
Viewer,White,1.69,22,M,None,T-shirt,Jeans,N.I,None,No,No,None,Moving,257,144,273,208,2
Viewer,Native,1.70,29,M,None,T-shirt,Jeans,Sneakers,None,No,No,None,Moving,329,143,349,212,2
Viewer,Native,1.73,29,M,Cap,Sports T-shirt,Jeans,Sneakers,None,No,No,None,Moving,349,138,367,207,2
Viewer,Native,1.66,26,M,None,T-shirt,Shorts,Sneakers,None,No,No,None,Moving,369,145,388,197,2
Viewer,Native,1.82,29,M,None,Sports T-shirt,Shorts,Sneakers,None,No,No,None,Moving,154,152,182,241,2
Viewer,Native,1.70,41,M,None,T-shirt,Shorts,Sneakers,None,No,No,None,Moving,180,150,208,250,2
Law Officer,Native,1.72,37,M,Helmet,Sweater,Pants,N.I,None,No,Gun,None,Moving,193,137,241,243,1
Law Officer,White,1.68,39,M,Helmet,Sweater,Pants,Boots,None,No,Gun,None,Moving,242,147,269,235,1
Viewer,Black,1.73,54,M,None,T-shirt,Shorts,Sneakers,None,No,No,None,Moving,340,151,369,215,12
Viewer,Black,1.65,51,M,None,T-shirt,Shorts,Sneakers,None,No,No,None,Moving,361,139,391,225,12
Law Officer,Black,1.76,41,M,Helmet,Sweater,Pants,Boots,None,No,Gun,None,Moving,412,151,451,206,7
Law Officer,Native,1.69,52,M,Helmet,Sweater,Pants,N.I,None,No,Gun,None,Moving,434,157,462,223,7
Viewer,Native,1.70,19,M,None,Sports T-shirt,Joggers,Sneakers,None,No,No,None,Moving,451,141,479,239,7
Viewer,Native,1.71,26,M,None,T-shirt,Joggers,Sneakers,None,No,No,None,Moving,479,145,508,239,7
Viewer,Native,1.77,23,M,None,Sports T-shirt,Joggers,Sneakers,None,No,No,None,Moving,254,148,282,243,6
Viewer,Native,1.73,25,M,Cap,Sports T-shirt,Jeans,Sneakers,None,No,No,None,Moving,293,152,318,241,12
Viewer,Native,1.67,18,M,None,T-shirt,Shorts,Sneakers,None,No,No,None,Moving,339,159,364,246,12
Viewer,Native,1.70,17,M,Cap,None,Shorts,N.I,None,No,No,None,Moving,371,158,400,241,12
Viewer,Native,1.71,19,M,Cap,None,Shorts,N.I,None,No,No,None,Moving,402,163,443,243,12
Viewer,Black,1.68,27,M,None,None,Shorts,N.I,None,No,No,None,Moving,440,156,477,235,12
Viewer,Native,1.72,33,M,Cap,Sports T-shirt,Jeans,Sneakers,None,No,No,None,Moving,487,153,510,227,12
Viewer,Native,1.75,21,M,None,T-shirt,Jeans,Sneakers,None,No,No,None,Moving,499,161,523,255,12
Viewer,Native,1.70,26,M,None,Sports T-shirt,Joggers,Sneakers,None,No,No,None,Moving,523,157,547,254,12
Viewer,Native,1.69,27,M,None,T-shirt,Shorts,Sneakers,None,No,No,None,Moving,119,107,159,252,12
Viewer,Native,1.77,22,M,None,Sports T-shirt,Shorts,Sneakers,None,No,No,None,Moving,161,120,177,218,12
Viewer,Black,1.73,26,M,Cap,T-shirt,Jeans,Sneakers,None,No,No,None,Moving,173,121,206,235,12
Law Officer,Native,1.78,47,M,Helmet,Sweater,Pants,N.I,None,No,Gun,None,Moving,196,106,245,237,12
Viewer,White,1.73,34,M,Cap,T-shirt,Jeans,Sneakers,None,No,No,None,Moving,243,106,268,214,12
Viewer,Native,1.71,29,M,None,T-shirt,Jeans,Sneakers,None,No,No,None,Moving,279,107,304,219,12
Viewer,Native,1.70,18,M,Cap,Sports T-shirt,Joggers,Sneakers,None,No,No,None,Moving,289,115,319,248,12
Viewer,Native,1.68,26,M,None,Sports T-shirt,Joggers,N.I,None,No,No,None,Moving,318,124,354,245,12
Viewer,Native,1.65,57,M,None,None,Jeans,N.I,None,No,No,Text,Moving,360,120,390,241,12
Viewer,Native,1.68,22,M,None,None,Shorts,N.I,None,No,No,None,Moving,378,111,411,235,12
Viewer,Native,1.71,24,M,None,T-shirt,Shorts,N.I,None,No,No,None,Moving,413,118,452,254,12
Viewer,Black,1.72,30,M,None,Sports T-shirt,Shorts,N.I,None,No,No,Text,Moving,439,107,467,236,12
Viewer,White,1.68,29,M,None,Sports T-shirt,Jeans,Sneakers,None,No,No,None,Moving,475,127,510,230,12
Viewer,White,1.70,27,M,None,Sports T-shirt,Joggers,Sneakers,None,No,No,None,Moving,508,105,553,237,12
Law Officer,Black,1.71,31,M,Helmet,Sweater,Pants,Boots,None,No,Gun,None,Moving,106,137,138,259,11
Law Officer,Native,1.73,30,M,Helmet,Sweater,Pants,Boots,None,No,Gun,None,Moving,134,138,158,246,11
Law Officer,White,1.65,29,M,Helmet,Sweater,Pants,Boots,None,No,Gun,None,Moving,154,145,192,246,11
Law Officer,Native,1.66,33,M,Helmet,Sweater,Pants,Boots,None,No,Gun,None,Moving,218,148,251,230,13
Law Officer,Native,1.70,36,M,Helmet,Sweater,Pants,Boots,None,No,Gun,None,Moving,253,142,297,246,13
Viewer,Native,1.74,46,M,None,T-shirt,Jeans,Sneakers,None,No,No,None,Moving,330,157,380,265,6
Viewer,Native,1.70,37,M,None,Sports T-shirt,Joggers,Sneakers,None,No,No,None,Moving,419,138,439,235,6
Law Officer,Native,1.76,36,M,Helmet,Sweater,Pants,N.I,None,No,Gun,None,Moving,443,136,482,258,6
Viewer,Native,1.73,26,M,None,T-shirt,Jeans,Sneakers,None,No,No,None,Moving,469,124,506,237,6
Viewer,Black,1.70,24,M,None,Sports T-shirt,Jeans,Sneakers,None,No,No,None,Moving,526,128,556,228,6
Law Officer,Black,1.70,32,M,Helmet,Sweater,Pants,N.I,None,No,Gun,None,Moving,127,80,280,335,6
Viewer,White,1.68,23,M,None,T-shirt,Jeans,Sneakers,None,No,No,None,Moving,298,130,339,248,6
Viewer,White,1.58,22,M,None,T-shirt,Joggers,Sneakers,None,No,No,None,Moving,340,149,408,247,6
Viewer,Black,1.73,22,M,None,Sports T-shirt,Shorts,Sneakers,None,No,No,Text,Moving,390,133,417,235,6
Viewer,Native,1.69,47,M,None,Sports T-shirt,Shorts,Sneakers,None,No,No,None,Moving,423,134,449,206,6
Viewer,White,1.67,50,M,None,None,Shorts,Sneakers,None,No,No,None,Moving,511,124,528,245,6
Viewer,Native,1.65,36,M,None,None,Shorts,N.I,None,No,No,Text,Moving,531,111,561,252,6
Viewer,White,1.68,39,M,None,None,Shorts,N.I,None,No,No,None,Moving,92,82,238,329,6
Viewer,Native,1.68,19,M,None,Sports T-shirt,Shorts,Sneakers,None,No,No,None,Moving,325,74,439,358,6
Viewer,Native,1.73,32,M,None,Sports T-shirt,Jeans,Sneakers,None,No,No,None,Moving,429,69,547,343,6
Viewer,Native,1.70,19,M,None,T-shirt,Shorts,Sneakers,None,No,No,None,Moving,172,73,263,313,6
Viewer,Native,1.68,22,M,None,None,Jeans,Sneakers,None,No,No,None,Moving,330,61,443,319,6
Viewer,Native,1.70,27,M,None,None,Shorts,Sneakers,None,No,No,None,Moving,428,40,506,304,6
Viewer,Native,1.73,30,M,None,T-shirt,Jeans,Sneakers,None,No,No,None,Moving,236,206,279,321,6
Viewer,Native,1.68,28,M,None,T-shirt,Shorts,Sneakers,None,No,No,None,Moving,280,210,324,321,6
Law Officer,Native,1.70,36,M,Helmet,Sweater,Pants,N.I,None,No,Gun,None,Moving,304,198,404,348,12
Viewer,Native,1.70,44,M,None,Sports T-shirt,Jeans,Sneakers,None,No,No,None,Moving,386,185,424,308,12
Viewer,Native,1.68,46,M,None,Sports T-shirt,Jeans,Sneakers,None,No,No,None,Moving,432,186,449,268,12
Viewer,Native,1.75,35,M,None,Sports T-shirt,Joggers,Sneakers,None,No,No,None,Moving,445,185,475,289,11
Viewer,Native,1.68,52,M,None,T-shirt,Jeans,Sneakers,None,No,No,None,Moving,472,180,504,289,11
Law Officer,Native,1.71,38,M,Helmet,Sweater,Pants,Boots,None,No,Gun,None,Moving,492,161,560,343,12
Aggressor,Black,1.72,25,M,None,T-shirt,Jeans,Sneakers,None,No,No,None,Moving,132,109,189,295,3
Aggressor,Black,1.68,25,M,None,T-shirt,Shorts,Sneakers,None,No,No,None,Moving,195,105,267,332,3
Aggressor,Black,1.70,31,M,None,None,Shorts,Sneakers,None,No,No,None,Moving,271,115,375,351,3
Aggressor,Native,1.71,36,M,None,None,Shorts,Sneakers,None,No,No,None,Moving,366,102,398,318,3
Aggressor,Native,1.73,36,M,None,None,Shorts,Sneakers,None,No,No,None,Moving,396,115,432,316,3
Aggressor,Native,1.65,34,M,None,None,Jeans,Sneakers,None,No,No,None,Moving,429,76,471,221,3
Aggressor,Native,1.66,44,M,None,T-shirt,Shorts,Sneakers,None,No,No,None,Moving,452,122,560,338,3
Viewer,Native,1.70,50,M,None,T-shirt,Shorts,Sneakers,None,No,No,None,Moving,83,120,129,297,3
Viewer,Native,1.74,33,M,None,T-shirt,Joggers,Sneakers,None,No,No,None,Moving,367,118,412,284,3
Law Officer,Black,1.70,49,M,Helmet,Sweater,Pants,N.I,None,No,Gun,None,Moving,393,114,495,339,8
Viewer,Native,1.76,30,M,None,None,Jeans,Sneakers,None,No,No,None,Moving,143,90,171,240,12
Viewer,Native,1.73,45,M,None,T-shirt,Jeans,Sneakers,None,No,No,None,Moving,191,95,209,242,12
Viewer,White,1.71,26,M,None,T-shirt,Shorts,Sneakers,None,No,No,None,Moving,99,61,122,185,12
Law Officer,Black,1.68,45,M,Helmet,Sweater,Pants,N.I,None,No,Gun,None,Moving,121,72,134,198,12
Viewer,Native,1.70,39,M,None,None,Jeans,Sneakers,None,No,No,None,Moving,204,76,279,310,12
Viewer,Native,1.82,46,M,None,T-shirt,Shorts,Sneakers,None,No,No,None,Moving,367,103,401,228,12
Law Officer,Native,1.72,36,M,Helmet,Sweater,Pants,Boots,None,No,Gun,None,Moving,345,96,371,224,12
Viewer,Native,1.65,26,M,None,T-shirt,Jeans,Sneakers,None,No,No,None,Moving,426,80,472,267,12
Viewer,White,1.69,30,M,None,Sports T-shirt,Shorts,Sneakers,None,No,No,None,Moving,480,113,503,222,6
Viewer,Black,1.72,28,M,None,Sports T-shirt,Shorts,Sneakers,None,No,No,None,Moving,506,93,532,232,6
Viewer,Black,1.81,27,M,None,T-shirt,Shorts,Sneakers,None,No,No,None,Moving,536,96,556,222,6
Viewer,White,1.65,30,M,None,None,Shorts,Sneakers,None,No,No,None,Moving,121,109,172,309,6
Viewer,Native,1.67,28,M,None,None,Shorts,Sneakers,None,No,No,Text,Moving,157,119,245,345,6
Viewer,Native,1.69,34,M,None,None,Shorts,Sneakers,None,No,No,None,Moving,191,100,283,323,12
Viewer,Native,1.68,35,M,None,None,Shorts,N.I,None,No,No,None,Moving,264,93,316,267,12
Viewer,Native,1.65,35,M,None,T-shirt,Jeans,N.I,None,No,No,None,Moving,327,104,377,237,12
Viewer,Native,1.73,37,M,None,T-shirt,Shorts,N.I,None,No,No,None,Moving,392,99,453,311,12
Viewer,Native,1.62,48,M,None,Sports T-shirt,Jeans,Sneakers,None,No,No,None,Moving,449,122,500,295,12
Viewer,Black,1.72,49,M,None,Sports T-shirt,Shorts,Sneakers,None,No,No,None,Moving,473,82,514,254,12
Viewer,Black,1.70,19,M,None,Sports T-shirt,Shorts,Sneakers,None,No,No,None,Moving,522,88,568,252,12
Viewer,Native,1.73,22,M,None,Sports T-shirt,Shorts,N.I,None,No,No,Text,Moving,223,124,257,269,12
Viewer,Native,1.70,35,M,None,Sports T-shirt,Shorts,Sneakers,None,No,No,Text,Moving,307,122,359,270,12
Viewer,Native,1.69,18,M,None,Sports T-shirt,Jeans,Sneakers,None,No,No,None,Moving,347,136,411,345,12
Viewer,Native,1.70,22,M,None,Sports T-shirt,Jeans,Sneakers,None,No,No,Text,Moving,484,124,554,326,12
Viewer,Black,1.70,36,M,None,T-shirt,Jeans,Sneakers,None,No,No,None,Moving,131,135,163,238,12
Viewer,N.I,1.68,26,M,None,T-shirt,Jeans,Sneakers,None,No,No,None,Moving,173,116,189,186,12
Law Officer,Black,1.73,30,M,Helmet,Sweater,Pants,Boots,None,No,No,None,Moving,190,134,219,240,12
Viewer,N.I,1.65,28,M,None,T-shirt,Shorts,Sneakers,None,No,No,None,Moving,214,112,230,172,12
Viewer,N.I,1.74,27,M,None,T-shirt,Jeans,Sneakers,None,No,No,None,Moving,257,114,275,177,12
Viewer,N.I,1.70,30,M,None,Sweater,Shorts,Sneakers,None,No,No,None,Moving,286,130,304,190,12
Law Officer,N.I,1.76,28,M,Helmet,Sweater,Pants,Boots,None,No,Other,None,Moving,307,145,338,231,12
Viewer,N.I,1.73,34,M,None,Sweater,Shorts,Sneakers,None,No,No,None,Moving,388,146,402,200,12
Law Officer,N.I,1.71,35,M,Cap,Shirt,Pants,Shoes,None,No,No,None,Moving,445,155,469,225,12
Viewer,N.I,1.68,35,M,None,T-shirt,Shorts,Sneakers,None,No,No,None,Moving,499,173,523,238,12
Viewer,Native,1.70,37,M,None,T-shirt,Shorts,Sneakers,None,No,No,None,Moving,589,198,631,272,12
Victim,Native,1.71,22,M,None,T-shirt,Jeans,Sneakers,None,No,No,None,Dead,232,149,424,272,5
Delinquent ,Native,1.73,33,M,None,Sports T-shirt,Shorts,Sneakers,None,No,No,None,Moving,244,231,266,279,6
Viewer,N.I,1.70,21,M,None,T-shirt,Shorts,Sneakers,None,No,No,None,Moving,279,212,297,258,6
Viewer,Native,1.69,26,M,None,T-shirt,Jeans,Sneakers,None,No,No,None,Moving,302,194,337,247,6
Delinquent ,N.I,1.70,27,M,None,T-shirt,Jeans,Sneakers,None,No,No,None,Moving,268,169,288,209,6
